student_id,internship_id,skills,req_skills_job,gpa,stipend_internship,reservation,gender,rural,match,accept
S02676,I064,analysis cad_modelling presentation,analysis ml python sql,7.03,5000.0,ST,M,1,0,0
S05930,I033,manufacturing networking python,analysis design python,5.45,5000.0,GEN,M,0,0,0
S03129,I066,autocad backend financial_modeling manufacturing sql,communication sql writing,5.94,5000.0,OBC,M,0,0,0
S02768,I058,autocad cad_modelling cloud frontend,cloud sql,7.6,5000.0,OBC,F,1,0,0
S03462,I036,financial_modeling frontend pcb_design,frontend python,6.95,5000.0,GEN,F,1,1,1
S02105,I014,communication manufacturing ml presentation sql,backend frontend python,6.29,5000.0,SC,F,1,0,0
S00650,I051,cad_modelling construction_management java surveying,ml networking python,6.94,5000.0,GEN,F,0,0,0
S00954,I023,autocad manufacturing seo,frontend java ml sql,6.98,5000.0,SC,F,1,0,0
S02484,I052,backend frontend java seo sql,cloud frontend ml,4.5,5000.0,ST,F,0,0,0
S01997,I008,frontend presentation,design manufacturing networking python,5.89,5000.0,GEN,M,1,0,0
S04697,I017,excel frontend seo sql,analysis presentation,6.31,5000.0,OBC,M,1,0,0
S03580,I004,excel financial_modeling java,autocad construction_management design surveying,6.83,5000.0,GEN,M,0,0,0
S01522,I068,autocad construction_management design sql,analysis communication,6.76,5000.0,ST,M,1,0,0
S04954,I027,backend communication presentation python,analysis autocad construction_management,6.9,5000.0,SC,F,1,0,0
S02335,I037,analysis construction_management design ml presentation,backend cloud networking python,6.49,5000.0,OBC,M,0,0,0
S00154,I014,analysis autocad ml python social_media,backend frontend python,8.03,5000.0,GEN,F,1,0,0
S02251,I060,cloud financial_modeling frontend ml,analysis design pcb_design python,8.64,5000.0,GEN,M,0,0,0
S05201,I061,frontend presentation surveying,communication ml writing,8.85,5000.0,OBC,M,0,0,0
S00149,I050,cloud java ml seo,frontend ml networking,6.53,5000.0,GEN,F,0,0,0
S05009,I002,autocad java networking python,analysis autocad,6.12,5000.0,GEN,M,0,1,0
S03774,I053,construction_management excel seo,backend cloud sql,6.95,5000.0,OBC,F,0,0,0
S02694,I066,design financial_modeling java presentation python,communication sql writing,7.8,5000.0,SC,M,0,0,0
S04569,I064,analysis communication ml presentation surveying,analysis ml python sql,6.58,5000.0,OBC,M,0,1,0
S02838,I030,backend java ml sql,cloud java python sql,5.77,5000.0,GEN,O,1,0,0
S04088,I038,analysis ml sql,analysis sql,8.74,5000.0,GEN,M,1,1,0
S05514,I015,ml networking,communication excel presentation,6.42,5000.0,OBC,F,1,0,0
S05413,I063,excel frontend pcb_design python sql,analysis ml presentation python,7.73,5000.0,GEN,M,0,0,0
S05173,I008,excel seo,design manufacturing networking python,6.78,5000.0,GEN,O,1,0,0
S00681,I009,design ml,autocad design,6.01,5000.0,GEN,F,0,1,0
S03025,I056,autocad cloud construction_management financial_modeling manufacturing,ml networking python,7.17,5000.0,GEN,M,0,0,0
S03699,I062,networking pcb_design python,analysis communication excel,6.89,5000.0,SC,F,0,0,0
S05119,I003,backend python sql,ml networking python sql,5.65,5000.0,OBC,F,0,0,0
S04628,I029,autocad excel ml sql writing,communication design,5.87,5000.0,ST,M,0,0,0
S00192,I038,financial_modeling writing,analysis sql,9.09,5000.0,OBC,F,1,0,0
S04021,I040,communication design ml,design social_media writing,7.7,5000.0,GEN,M,0,0,0
S04404,I015,communication excel financial_modeling social_media,communication excel presentation,6.69,5000.0,OBC,F,1,1,0
S01012,I042,cloud communication java networking,communication excel presentation,6.82,5000.0,GEN,F,0,1,1
S00907,I064,networking presentation,analysis ml python sql,5.98,5000.0,GEN,F,0,0,0
S01304,I030,communication excel sql,cloud java python sql,6.19,5000.0,GEN,M,1,0,0
S03286,I047,autocad ml seo sql,cad_modelling design manufacturing,6.73,5000.0,GEN,M,0,0,0
S01784,I021,analysis autocad pcb_design sql,autocad cad_modelling design manufacturing,5.25,5000.0,GEN,M,1,0,0
S02617,I042,cad_modelling frontend java ml,communication excel presentation,6.32,5000.0,OBC,F,1,0,0
S05442,I006,cloud excel networking,analysis cad_modelling design manufacturing,7.51,5000.0,GEN,F,0,0,0
S05212,I014,communication presentation sql,backend frontend python,5.64,5000.0,OBC,M,0,0,0
S03213,I039,communication design manufacturing sql,excel sql,5.73,5000.0,GEN,M,1,1,0
S03801,I033,cad_modelling python,analysis design python,7.15,5000.0,GEN,F,0,1,0
S01286,I027,cad_modelling presentation social_media,analysis autocad construction_management,5.93,5000.0,GEN,M,0,0,0
S02363,I050,design presentation,frontend ml networking,8.1,5000.0,GEN,F,0,1,0
S03802,I006,analysis cad_modelling manufacturing surveying,analysis cad_modelling design manufacturing,6.32,5000.0,ST,M,0,0,0
S00806,I007,cloud design excel manufacturing sql,design manufacturing networking pcb_design,7.72,5000.0,OBC,M,1,1,0
S03427,I068,construction_management frontend java python sql,analysis communication,5.66,5000.0,GEN,M,1,0,0
S05070,I058,communication excel sql,cloud sql,8.77,5000.0,SC,F,1,1,0
S04124,I035,autocad communication excel frontend,financial_modeling presentation,8.21,5000.0,GEN,F,1,0,0
S05998,I055,communication manufacturing presentation writing,backend cloud ml python,5.56,5000.0,ST,M,1,0,0
S04996,I003,communication ml writing,ml networking python sql,7.18,5000.0,SC,F,0,1,0
S03866,I028,design excel presentation surveying,analysis cad_modelling design,6.25,5000.0,GEN,F,0,0,0
S00187,I029,autocad communication sql,communication design,8.31,5000.0,GEN,F,1,0,0
S05359,I008,excel sql,design manufacturing networking python,6.55,5000.0,GEN,F,1,0,0
S01582,I011,cloud frontend pcb_design seo,analysis communication,6.15,5000.0,SC,M,0,0,0
S03024,I066,communication financial_modeling presentation surveying,communication sql writing,7.38,5000.0,SC,F,0,0,0
S03869,I009,cloud pcb_design python sql,autocad design,6.38,5000.0,GEN,M,0,0,0
S02644,I057,backend design networking pcb_design,backend cloud ml sql,6.3,5000.0,OBC,F,1,1,1
S00254,I008,excel manufacturing networking sql,design manufacturing networking python,5.24,5000.0,GEN,M,0,1,0
S02008,I045,cloud java presentation sql,analysis communication excel,7.05,5000.0,OBC,M,1,0,0
S01982,I057,autocad surveying,backend cloud ml sql,4.51,5000.0,GEN,M,1,0,0
S04098,I043,backend excel presentation,communication presentation seo writing,7.16,5000.0,GEN,O,0,0,0
S02714,I030,financial_modeling manufacturing ml networking python,cloud java python sql,6.58,5000.0,GEN,F,0,0,0
S02006,I062,excel manufacturing sql,analysis communication excel,6.24,5000.0,GEN,M,0,0,0
S00057,I040,cad_modelling cloud frontend ml sql,design social_media writing,6.3,5000.0,GEN,M,1,0,0
S03329,I008,design manufacturing seo,design manufacturing networking python,7.04,5000.0,OBC,F,1,0,0
S03157,I005,design excel manufacturing ml seo,analysis construction_management design,8.19,5000.0,ST,M,1,1,0
S02131,I028,communication manufacturing networking pcb_design social_media,analysis cad_modelling design,6.85,5000.0,ST,M,1,0,0
S05864,I052,analysis autocad excel surveying,cloud frontend ml,6.53,5000.0,GEN,F,0,0,0
S04376,I043,analysis frontend manufacturing ml,communication presentation seo writing,6.01,5000.0,ST,M,0,0,0
S05948,I011,ml seo social_media writing,analysis communication,4.99,5000.0,SC,M,0,1,0
S05941,I034,backend cloud manufacturing ml python,design manufacturing python,7.14,5000.0,OBC,M,0,0,0
S05871,I029,backend financial_modeling,communication design,7.59,5000.0,GEN,M,1,0,0
S03605,I010,design seo,presentation sql,5.06,5000.0,GEN,F,0,0,0
S01196,I053,financial_modeling frontend seo sql,backend cloud sql,7.6,5000.0,GEN,M,1,0,0
S04750,I030,autocad cloud communication excel ml,cloud java python sql,8.31,5000.0,OBC,F,1,0,0
S01385,I040,design frontend manufacturing ml seo,design social_media writing,6.5,5000.0,OBC,F,1,0,0
S01163,I033,analysis cloud java python surveying,analysis design python,6.67,5000.0,GEN,M,0,0,0
S01722,I002,excel manufacturing networking python social_media,analysis autocad,6.66,5000.0,GEN,F,0,0,0
S05683,I004,communication manufacturing presentation surveying writing,autocad construction_management design surveying,6.78,5000.0,SC,F,1,1,0
S04027,I049,analysis presentation python writing,design presentation seo writing,7.12,5000.0,OBC,M,0,0,0
S02806,I040,ml writing,design social_media writing,6.76,5000.0,GEN,F,1,1,0
S03690,I015,backend frontend java ml,communication excel presentation,5.98,5000.0,GEN,M,0,0,0
S04870,I018,backend cloud excel manufacturing,backend java python,6.01,5000.0,GEN,M,0,1,1
S04275,I063,analysis autocad sql,analysis ml presentation python,7.66,5000.0,GEN,M,0,1,1
S03039,I065,autocad construction_management design excel surveying,communication presentation sql writing,7.61,5000.0,GEN,F,1,0,0
S02513,I052,communication financial_modeling java,cloud frontend ml,6.42,5000.0,OBC,F,1,0,0
S05193,I006,java networking sql,analysis cad_modelling design manufacturing,7.93,5000.0,GEN,O,0,0,0
S05516,I032,cloud pcb_design python sql,autocad construction_management design surveying,8.47,5000.0,GEN,M,0,0,0
S05695,I028,analysis frontend surveying,analysis cad_modelling design,8.57,5000.0,GEN,M,0,1,0
S03148,I046,analysis autocad excel frontend java,backend cloud frontend,6.0,5000.0,GEN,F,0,1,0
S01734,I051,analysis cloud java manufacturing writing,ml networking python,7.69,5000.0,SC,M,0,0,0
S00099,I008,design python,design manufacturing networking python,6.03,5000.0,GEN,F,1,1,0
S04234,I015,analysis cloud java seo sql,communication excel presentation,5.09,5000.0,GEN,M,1,0,0
S01396,I065,excel financial_modeling java seo sql,communication presentation sql writing,5.76,5000.0,GEN,F,0,0,0
S04810,I002,analysis communication,analysis autocad,7.58,5000.0,GEN,M,1,0,0
S03067,I039,backend excel manufacturing presentation sql,excel sql,7.96,5000.0,OBC,M,0,1,0
S05312,I010,manufacturing ml python seo surveying,presentation sql,6.39,5000.0,GEN,M,0,1,0
S01437,I030,analysis excel manufacturing networking seo,cloud java python sql,6.29,5000.0,GEN,M,1,0,0
S05479,I042,cloud excel networking presentation python,communication excel presentation,6.46,5000.0,GEN,M,0,0,0
S02534,I046,analysis design manufacturing,backend cloud frontend,5.81,5000.0,GEN,M,1,0,0
S04986,I011,communication excel financial_modeling sql writing,analysis communication,6.93,5000.0,GEN,F,0,0,0
S05325,I018,autocad backend frontend manufacturing,backend java python,6.49,5000.0,GEN,M,0,1,1
S04665,I044,analysis ml sql,financial_modeling presentation sql,6.19,5000.0,GEN,F,1,0,0
S04294,I065,analysis ml,communication presentation sql writing,7.14,5000.0,SC,F,1,0,0
S02979,I057,communication networking,backend cloud ml sql,5.53,5000.0,GEN,F,0,0,0
S00810,I044,backend financial_modeling frontend networking social_media,financial_modeling presentation sql,6.75,5000.0,GEN,F,0,0,0
S02224,I003,analysis construction_management,ml networking python sql,6.17,5000.0,SC,M,0,0,0
S04406,I026,communication excel frontend,design networking pcb_design,5.52,5000.0,GEN,F,0,0,0
S00459,I055,analysis python,backend cloud ml python,5.92,5000.0,ST,M,0,0,0
S02005,I037,communication frontend surveying,backend cloud networking python,7.23,5000.0,SC,F,0,0,0
S05651,I011,excel social_media writing,analysis communication,6.44,5000.0,GEN,M,1,0,0
S01871,I033,analysis python,analysis design python,7.2,5000.0,ST,M,0,0,0
S00330,I006,excel financial_modeling sql,analysis cad_modelling design manufacturing,6.58,5000.0,GEN,F,0,0,0
S02274,I041,python surveying,communication design excel seo,6.78,5000.0,OBC,M,0,1,1
S00522,I003,communication python social_media,ml networking python sql,7.15,5000.0,GEN,F,0,0,0
S02481,I026,manufacturing networking python,design networking pcb_design,7.54,5000.0,GEN,M,0,1,1
S04798,I037,analysis backend cloud excel surveying,backend cloud networking python,7.69,5000.0,OBC,F,0,0,0
S00806,I021,cloud design excel manufacturing sql,autocad cad_modelling design manufacturing,7.72,5000.0,OBC,M,1,0,0
S02613,I057,backend financial_modeling java python sql,backend cloud ml sql,6.33,5000.0,GEN,M,0,0,0
S03919,I067,cad_modelling manufacturing pcb_design,communication ml sql writing,5.54,5000.0,ST,F,1,1,1
S01618,I058,backend excel surveying writing,cloud sql,6.69,5000.0,OBC,F,1,1,0
S04902,I036,backend excel frontend manufacturing pcb_design,frontend python,7.53,5000.0,GEN,F,0,1,0
S04766,I053,presentation sql writing,backend cloud sql,8.56,5000.0,OBC,F,0,1,0
S05899,I042,excel manufacturing ml networking,communication excel presentation,6.14,5000.0,OBC,M,0,0,0
S01596,I015,analysis design surveying,communication excel presentation,7.85,5000.0,GEN,F,0,0,0
S03738,I052,analysis communication,cloud frontend ml,4.95,5000.0,GEN,M,1,0,0
S03336,I012,financial_modeling frontend presentation,excel seo writing,6.91,5000.0,GEN,F,0,0,0
S01447,I001,communication financial_modeling social_media surveying,autocad cad_modelling design manufacturing,4.36,5000.0,ST,F,0,0,0
S02325,I044,analysis java manufacturing,financial_modeling presentation sql,6.26,5000.0,GEN,F,0,0,0
S04360,I014,analysis communication manufacturing presentation,backend frontend python,8.23,5000.0,GEN,M,0,0,0
S04598,I016,analysis java manufacturing presentation social_media,manufacturing python,7.13,5000.0,ST,F,1,0,0
S00914,I039,excel manufacturing sql,excel sql,7.9,5000.0,SC,F,0,0,0
S03995,I020,backend frontend networking social_media,excel financial_modeling presentation,7.14,5000.0,GEN,M,1,1,0
S04175,I012,analysis presentation sql,excel seo writing,6.67,5000.0,GEN,F,1,0,0
S00538,I038,presentation social_media,analysis sql,7.38,5000.0,GEN,M,1,0,0
S00775,I052,backend cloud frontend java,cloud frontend ml,7.54,5000.0,OBC,F,0,0,0
S05226,I067,cloud excel,communication ml sql writing,5.92,5000.0,OBC,F,0,0,0
S01586,I057,analysis frontend surveying,backend cloud ml sql,6.0,5000.0,OBC,M,0,0,0
S01747,I010,financial_modeling manufacturing ml pcb_design presentation,presentation sql,8.04,5000.0,GEN,M,0,1,0
S04346,I010,cad_modelling writing,presentation sql,5.8,5000.0,GEN,M,0,0,0
S04994,I055,ml python sql,backend cloud ml python,5.33,5000.0,SC,F,0,1,0
S02653,I053,analysis backend excel financial_modeling,backend cloud sql,6.01,5000.0,OBC,F,0,1,0
S01408,I002,communication ml python social_media writing,analysis autocad,7.86,5000.0,SC,F,1,0,0
S01288,I026,cad_modelling frontend,design networking pcb_design,7.32,5000.0,SC,F,1,0,0
S03882,I051,analysis financial_modeling java sql surveying,ml networking python,6.81,5000.0,OBC,F,0,0,0
S05952,I055,autocad backend cad_modelling java networking,backend cloud ml python,5.82,5000.0,GEN,F,0,1,0
S03867,I008,excel social_media,design manufacturing networking python,7.02,5000.0,GEN,M,1,0,0
S03038,I040,design excel financial_modeling pcb_design surveying,design social_media writing,7.74,5000.0,GEN,M,0,1,0
S02900,I019,analysis cloud design java,analysis autocad construction_management surveying,7.1,5000.0,GEN,M,0,0,0
S02524,I018,autocad design,backend java python,7.29,5000.0,GEN,F,1,0,0
S03418,I011,communication design sql,analysis communication,7.72,5000.0,OBC,M,0,1,0
S00454,I068,backend sql,analysis communication,7.61,5000.0,GEN,F,0,0,0
S01147,I054,autocad construction_management frontend python surveying,backend frontend networking sql,7.64,5000.0,GEN,F,0,0,0
S00160,I068,analysis autocad communication construction_management presentation,analysis communication,5.98,5000.0,GEN,M,0,0,0
S05424,I028,analysis cloud excel surveying writing,analysis cad_modelling design,6.28,5000.0,OBC,M,0,0,0
S03060,I013,analysis autocad communication surveying writing,analysis construction_management design surveying,6.48,5000.0,GEN,M,1,1,0
S03133,I038,communication excel social_media,analysis sql,6.63,5000.0,GEN,M,0,0,0
S01634,I043,analysis autocad communication manufacturing writing,communication presentation seo writing,10.0,5000.0,OBC,F,1,0,0
S03606,I033,backend cloud ml social_media,analysis design python,7.0,5000.0,OBC,M,0,0,0
S01992,I051,communication excel frontend sql writing,ml networking python,6.19,5000.0,GEN,M,1,1,0
S05909,I054,analysis manufacturing surveying,backend frontend networking sql,7.03,5000.0,OBC,M,1,0,0
S00377,I007,cad_modelling design ml sql writing,design manufacturing networking pcb_design,4.3,5000.0,OBC,F,0,0,0
S05788,I002,cad_modelling java python sql,analysis autocad,6.41,5000.0,GEN,M,1,0,0
S04971,I018,presentation sql writing,backend java python,7.24,5000.0,GEN,M,0,0,0
S00460,I019,excel presentation python social_media writing,analysis autocad construction_management surveying,8.05,5000.0,GEN,F,0,0,0
S03027,I042,communication design financial_modeling,communication excel presentation,5.37,5000.0,OBC,M,0,0,0
S03866,I049,design excel presentation surveying,design presentation seo writing,6.25,5000.0,GEN,F,0,1,0
S02659,I035,analysis presentation seo,financial_modeling presentation,6.39,5000.0,GEN,M,0,0,0
S01244,I050,cloud communication,frontend ml networking,7.46,5000.0,GEN,O,0,0,0
S04703,I044,analysis communication ml presentation,financial_modeling presentation sql,4.89,5000.0,GEN,M,1,1,1
S02009,I048,autocad design manufacturing python,java ml,7.23,5000.0,GEN,F,0,0,0
S05413,I068,excel frontend pcb_design python sql,analysis communication,7.73,5000.0,GEN,M,0,1,0
S02388,I057,pcb_design python,backend cloud ml sql,8.36,5000.0,GEN,F,1,0,0
S00558,I018,backend excel manufacturing python,backend java python,8.33,5000.0,GEN,F,1,0,0
S02572,I038,communication design excel,analysis sql,8.72,5000.0,OBC,M,1,0,0
S03653,I030,analysis construction_management networking presentation social_media,cloud java python sql,5.17,5000.0,GEN,F,1,0,0
S02632,I054,cad_modelling cloud ml presentation python,backend frontend networking sql,6.53,5000.0,OBC,M,0,0,0
S02729,I050,analysis frontend pcb_design,frontend ml networking,7.59,5000.0,GEN,F,0,1,0
S02122,I055,design excel networking writing,backend cloud ml python,8.3,5000.0,OBC,F,0,1,0
S00190,I039,analysis autocad backend manufacturing pcb_design,excel sql,6.87,5000.0,GEN,M,0,1,0
S03501,I049,cad_modelling design excel,design presentation seo writing,6.6,5000.0,ST,F,1,0,0
S00394,I034,java ml networking,design manufacturing python,6.22,5000.0,GEN,M,0,0,0
S04197,I056,analysis design seo sql surveying,ml networking python,8.51,5000.0,OBC,M,0,0,0
S00263,I060,communication design excel,analysis design pcb_design python,7.37,5000.0,GEN,M,1,0,0
S02680,I034,financial_modeling seo,design manufacturing python,6.71,5000.0,OBC,F,0,0,0
S04709,I058,analysis autocad java presentation sql,cloud sql,6.08,5000.0,GEN,M,0,1,1
S00619,I041,analysis financial_modeling sql,communication design excel seo,6.64,5000.0,GEN,M,0,0,0
S00921,I049,communication excel social_media,design presentation seo writing,7.12,5000.0,GEN,F,1,0,0
S00719,I039,analysis cad_modelling networking pcb_design python,excel sql,5.01,5000.0,OBC,F,1,0,0
S05327,I006,backend java ml python,analysis cad_modelling design manufacturing,7.48,5000.0,GEN,F,1,0,0
S05603,I011,cloud social_media,analysis communication,6.31,5000.0,GEN,M,1,0,0
S03697,I058,networking python,cloud sql,6.72,5000.0,OBC,F,1,0,0
S01247,I056,python seo writing,ml networking python,7.43,5000.0,OBC,M,0,0,0
S05308,I051,ml pcb_design presentation sql surveying,ml networking python,8.81,5000.0,GEN,M,0,0,0
S05674,I042,frontend presentation python seo social_media,communication excel presentation,6.54,5000.0,GEN,M,0,0,0
S00176,I019,presentation seo,analysis autocad construction_management surveying,7.85,5000.0,OBC,M,0,0,0
S05110,I007,analysis backend frontend social_media sql,design manufacturing networking pcb_design,5.08,5000.0,OBC,F,0,0,0
S01846,I005,backend pcb_design presentation sql,analysis construction_management design,8.36,5000.0,GEN,M,1,0,0
S01826,I044,backend cloud presentation python sql,financial_modeling presentation sql,7.94,5000.0,GEN,M,0,0,0
S04362,I035,excel presentation,financial_modeling presentation,9.18,5000.0,GEN,M,0,1,0
S04706,I065,excel social_media sql,communication presentation sql writing,7.61,5000.0,OBC,F,0,0,0
S05857,I005,excel python,analysis construction_management design,8.01,5000.0,SC,M,0,0,0
S01215,I056,communication frontend ml,ml networking python,5.4,5000.0,GEN,F,1,1,1
S00215,I013,autocad backend seo social_media,analysis construction_management design surveying,6.89,5000.0,GEN,M,1,0,0
S00324,I006,cloud java python seo sql,analysis cad_modelling design manufacturing,6.4,5000.0,SC,M,1,0,0
S00568,I056,analysis backend excel manufacturing social_media,ml networking python,4.58,5000.0,SC,M,1,0,0
S01886,I008,presentation python,design manufacturing networking python,8.59,5000.0,GEN,M,0,0,0
S01338,I052,design networking python,cloud frontend ml,7.26,5000.0,GEN,M,1,0,0
S01780,I003,java presentation,ml networking python sql,7.11,5000.0,GEN,M,0,0,0
S03602,I003,backend excel sql surveying writing,ml networking python sql,6.87,5000.0,GEN,F,0,1,0
S00209,I044,manufacturing networking,financial_modeling presentation sql,7.86,5000.0,OBC,F,1,0,0
S01709,I063,design social_media,analysis ml presentation python,5.13,5000.0,OBC,M,0,0,0
S03271,I001,communication construction_management,autocad cad_modelling design manufacturing,6.72,5000.0,GEN,M,0,1,0
S04836,I012,excel java ml writing,excel seo writing,6.98,5000.0,GEN,M,0,0,0
S01435,I065,analysis financial_modeling presentation,communication presentation sql writing,7.98,5000.0,GEN,M,0,0,0
S04232,I010,analysis presentation sql,presentation sql,6.69,5000.0,GEN,M,1,1,0
S00986,I061,cad_modelling communication design manufacturing,communication ml writing,8.09,5000.0,GEN,M,1,0,0
S02936,I047,analysis autocad cad_modelling social_media,cad_modelling design manufacturing,6.57,5000.0,OBC,M,0,0,0
S01565,I007,construction_management networking social_media,design manufacturing networking pcb_design,6.48,5000.0,GEN,F,0,1,1
S04153,I036,analysis ml presentation,frontend python,6.72,5000.0,GEN,F,0,0,0
S00918,I001,analysis networking presentation seo,autocad cad_modelling design manufacturing,8.37,5000.0,GEN,M,0,0,0
S03114,I023,autocad cloud construction_management python,frontend java ml sql,6.86,5000.0,ST,F,0,0,0
S00820,I050,analysis design manufacturing,frontend ml networking,5.03,5000.0,SC,F,0,0,0
S00535,I061,design pcb_design,communication ml writing,7.13,5000.0,GEN,M,1,0,0
S02464,I018,excel java presentation python social_media,backend java python,9.04,5000.0,GEN,F,0,1,0
S05329,I028,frontend networking seo writing,analysis cad_modelling design,7.48,5000.0,OBC,F,1,0,0
S03862,I036,cad_modelling design surveying,frontend python,7.44,5000.0,GEN,F,0,1,0
S05978,I042,autocad cad_modelling manufacturing writing,communication excel presentation,5.74,5000.0,OBC,M,0,0,0
S01153,I018,design manufacturing python,backend java python,7.21,5000.0,SC,F,1,0,0
S00076,I012,construction_management python,excel seo writing,5.6,5000.0,GEN,M,0,1,1
S05695,I054,analysis frontend surveying,backend frontend networking sql,8.57,5000.0,GEN,M,0,0,0
S04885,I050,communication writing,frontend ml networking,8.51,5000.0,SC,M,1,0,0
S05415,I045,communication manufacturing networking,analysis communication excel,5.6,5000.0,OBC,F,1,1,0
S01291,I039,construction_management design excel presentation writing,excel sql,6.32,5000.0,GEN,F,0,1,1
S04249,I045,communication financial_modeling,analysis communication excel,6.8,5000.0,GEN,F,0,0,0
S05478,I052,backend frontend networking sql surveying,cloud frontend ml,7.08,5000.0,GEN,F,0,1,0
S00897,I010,cloud frontend social_media sql,presentation sql,7.07,5000.0,GEN,F,0,0,0
S01672,I006,frontend java,analysis cad_modelling design manufacturing,8.75,5000.0,SC,F,0,1,0
S02173,I014,java manufacturing networking,backend frontend python,6.28,5000.0,GEN,O,1,0,0
S00212,I039,analysis communication,excel sql,6.71,5000.0,OBC,F,1,0,0
S00281,I047,design social_media writing,cad_modelling design manufacturing,7.58,5000.0,GEN,M,0,0,0
S03340,I026,analysis excel manufacturing presentation seo,design networking pcb_design,5.9,5000.0,GEN,M,0,1,0
S04903,I021,analysis presentation writing,autocad cad_modelling design manufacturing,7.95,5000.0,GEN,M,0,0,0
S00821,I003,cloud design manufacturing networking,ml networking python sql,6.78,5000.0,GEN,F,0,1,0
S00755,I027,communication design networking pcb_design,analysis autocad construction_management,6.39,5000.0,GEN,F,1,0,0
S03897,I039,analysis autocad cad_modelling excel,excel sql,6.31,5000.0,OBC,M,1,1,0
S04397,I058,analysis ml sql,cloud sql,7.29,5000.0,OBC,F,0,1,0
S05218,I062,frontend ml surveying,analysis communication excel,6.95,5000.0,OBC,F,0,1,0
S02105,I015,communication manufacturing ml presentation sql,communication excel presentation,6.29,5000.0,SC,F,1,1,0
S02995,I030,communication design excel frontend pcb_design,cloud java python sql,6.24,5000.0,SC,M,0,0,0
S00790,I047,backend networking,cad_modelling design manufacturing,8.04,5000.0,OBC,F,0,0,0
S04680,I039,analysis excel presentation sql writing,excel sql,9.17,5000.0,SC,M,0,1,1
S01064,I054,communication seo writing,backend frontend networking sql,5.34,5000.0,OBC,M,0,0,0
S05401,I062,analysis design manufacturing,analysis communication excel,5.84,5000.0,SC,M,1,1,1
S03309,I028,autocad design,analysis cad_modelling design,6.43,5000.0,OBC,M,1,1,0
S02047,I041,analysis surveying,communication design excel seo,6.76,5000.0,GEN,F,0,0,0
S05402,I018,ml sql writing,backend java python,6.99,5000.0,GEN,F,0,0,0
S03786,I013,analysis autocad cad_modelling construction_management writing,analysis construction_management design surveying,6.85,5000.0,OBC,M,0,0,0
S04729,I050,pcb_design sql,frontend ml networking,5.82,5000.0,GEN,F,0,0,0
S01079,I001,excel writing,autocad cad_modelling design manufacturing,6.91,5000.0,OBC,F,1,0,0
S01190,I028,seo writing,analysis cad_modelling design,5.93,5000.0,ST,F,1,0,0
S00281,I062,design social_media writing,analysis communication excel,7.58,5000.0,GEN,M,0,0,0
S05177,I008,backend communication excel python seo,design manufacturing networking python,5.54,5000.0,GEN,M,0,1,0
S01493,I063,communication financial_modeling frontend,analysis ml presentation python,5.97,5000.0,ST,F,0,1,0
S01949,I044,autocad cad_modelling design java presentation,financial_modeling presentation sql,8.7,5000.0,GEN,F,0,1,0
S04687,I054,autocad communication ml networking,backend frontend networking sql,9.25,5000.0,OBC,M,1,0,0
S01539,I001,design java ml pcb_design seo,autocad cad_modelling design manufacturing,8.95,5000.0,GEN,F,0,0,0
S04729,I054,pcb_design sql,backend frontend networking sql,5.82,5000.0,GEN,F,0,0,0
S03713,I034,autocad design java presentation seo,design manufacturing python,6.71,5000.0,GEN,M,1,0,0
S00966,I042,backend cad_modelling construction_management design manufacturing,communication excel presentation,6.74,5000.0,GEN,M,0,0,0
S04215,I055,autocad excel presentation social_media,backend cloud ml python,5.3,5000.0,GEN,F,1,0,0
S01527,I042,analysis excel,communication excel presentation,7.39,5000.0,OBC,M,0,1,0
S03993,I003,analysis backend design java,ml networking python sql,6.22,5000.0,SC,M,1,0,0
S00791,I045,presentation social_media,analysis communication excel,7.68,5000.0,SC,M,1,0,0
S04253,I049,sql writing,design presentation seo writing,7.95,5000.0,OBC,F,1,1,0
S03495,I050,manufacturing python seo social_media surveying,frontend ml networking,6.7,5000.0,OBC,M,1,0,0
S01035,I062,cloud communication seo writing,analysis communication excel,6.52,5000.0,GEN,F,1,1,0
S00911,I065,autocad communication design java surveying,communication presentation sql writing,5.93,5000.0,GEN,M,1,1,0
S01035,I023,cloud communication seo writing,frontend java ml sql,6.52,5000.0,GEN,F,1,0,0
S03574,I068,analysis backend networking python,analysis communication,6.71,5000.0,GEN,M,1,0,0
S04135,I036,cloud communication writing,frontend python,6.29,5000.0,GEN,M,1,1,0
S04186,I005,cad_modelling communication manufacturing,analysis construction_management design,6.57,5000.0,OBC,F,0,1,0
S01818,I044,backend social_media sql surveying,financial_modeling presentation sql,8.25,5000.0,GEN,F,0,0,0
S02900,I049,analysis cloud design java,design presentation seo writing,7.1,5000.0,GEN,M,0,0,0
S04612,I047,ml presentation python seo,cad_modelling design manufacturing,6.58,5000.0,GEN,M,0,0,0
S04368,I052,analysis excel writing,cloud frontend ml,6.98,5000.0,GEN,F,0,0,0
S04349,I016,analysis excel,manufacturing python,8.15,5000.0,GEN,M,0,1,1
S05574,I016,analysis cloud communication python writing,manufacturing python,7.12,5000.0,GEN,F,0,1,0
S05065,I058,backend cloud python writing,cloud sql,6.02,5000.0,GEN,F,0,1,0
S05867,I057,cloud java networking,backend cloud ml sql,8.3,5000.0,SC,M,0,1,0
S04995,I052,cloud networking presentation writing,cloud frontend ml,7.27,5000.0,SC,M,0,1,1
S00401,I018,design networking python,backend java python,6.76,5000.0,ST,M,0,0,0
