student_id,gpa,skills,reservation,rural,gender,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6
S02468,6.6,networking;financial_modeling;excel;ml;manufacturing,ST,1,M,I008,I054,I058,I036,I055,I028
S02469,7.15,pcb_design;manufacturing;analysis;construction_management,GEN,0,M,I024,I035,I053,I006,I043,I036
S02470,7.59,design;seo,GEN,0,F,I049,I011,I014,I007,I018,I051
S02471,7.32,autocad;analysis,ST,1,F,I019,I014,I048,I038,I049,I059
S02472,6.47,java;ml;python;sql;seo,OBC,0,F,I050,I003,I049,I028,I054,I056
S02473,6.1,sql;financial_modeling;ml;pcb_design,GEN,0,F,I055,I013,I005,I012,I023,I051
S02474,6.04,python;presentation;writing;communication;cloud,GEN,1,F,I050,I037,I015,I044,I018,I058
S02475,8.08,sql;financial_modeling;presentation,GEN,0,M,I015,I056,I055,I029,I043,I003
S02476,7.94,design;manufacturing;analysis;presentation,GEN,0,M,I006,I046,I042,I055,I023,I057
S02477,7.49,sql;frontend,GEN,0,F,I055,I049,I013,I058,I044,I039
S02478,8.07,seo;python,GEN,1,M,I029,I041,I057,I006,I018,I034
S02479,6.87,cad_modelling;design;cloud;presentation,GEN,1,F,I021,I035,I020,I006,I007,I048
S02480,7.85,manufacturing;pcb_design,GEN,1,F,I008,I050,I058,I013,I018,I037
S02481,7.54,python;networking;manufacturing,GEN,0,M,I034,I045,I018,I057,I053,I055
S02482,7.88,construction_management;autocad;communication,OBC,1,M,I013,I050,I043,I031,I045,I018
S02483,5.94,analysis;construction_management;design;surveying,GEN,0,M,I032,I055,I038,I012,I036,I006
S02484,4.5,backend;frontend;seo;sql;java,ST,0,F,I055,I027,I018,I056,I043,I060
S02485,7.26,ml;construction_management,GEN,1,F,I051,I036,I043,I054,I059,I056
S02486,5.05,pcb_design;python;communication,GEN,0,F,I060,I014,I010,I030,I036,I040
S02487,6.65,analysis;sql;presentation;manufacturing,SC,1,M,I044,I057,I031,I006,I058,I043
S02488,4.78,communication;analysis;financial_modeling,SC,0,M,I020,I052,I056,I058,I015,I057
S02489,8.26,financial_modeling;excel;writing;java;surveying,OBC,1,M,I039,I032,I029,I054,I031,I044
S02490,7.95,design;excel;python;writing,OBC,1,M,I049,I055,I035,I030,I044,I004
S02491,7.35,analysis;autocad;construction_management,GEN,1,M,I013,I023,I035,I052,I027,I055
S02492,6.16,design;cad_modelling;analysis,GEN,0,F,I009,I054,I058,I056,I012,I038
S02493,5.22,seo;surveying,GEN,1,F,I029,I057,I020,I052,I042,I018
S02494,4.77,design;presentation,GEN,0,F,I041,I018,I028,I052,I047,I050
S02495,6.45,frontend;networking;java;pcb_design;backend,ST,0,F,I052,I051,I011,I021,I043,I018
S02496,7.7,communication;excel;financial_modeling;backend,GEN,0,F,I045,I006,I055,I029,I037,I053
S02497,6.66,sql;design;cad_modelling;seo,GEN,0,M,I010,I057,I035,I022,I003,I037
S02498,7.5,java;python;financial_modeling;construction_management,ST,1,M,I030,I060,I048,I003,I055,I035
S02499,7.55,sql;presentation;analysis,GEN,1,F,I044,I043,I029,I058,I037,I052
S02500,7.68,excel;communication;financial_modeling;surveying,OBC,0,M,I038,I047,I039,I011,I002,I050
S02501,5.06,python;manufacturing,GEN,0,O,I024,I050,I044,I056,I042,I057
S02502,6.24,java;networking;python;communication;construction_management,OBC,1,F,I055,I038,I044,I046,I054,I048
S02503,7.48,java;python;social_media;manufacturing,ST,1,M,I030,I056,I052,I012,I039,I036
S02504,8.5,python;pcb_design;communication,GEN,1,M,I054,I015,I005,I020,I022,I053
S02505,8.15,presentation;java,OBC,1,M,I017,I048,I029,I045,I002,I050
S02506,7.3,social_media;communication;writing,OBC,1,F,I043,I037,I049,I017,I003,I058
S02507,8.27,communication;writing;excel;surveying,OBC,1,F,I022,I014,I009,I056,I055,I045
S02508,7.29,networking;communication,GEN,1,M,I058,I004,I012,I010,I011,I001
S02509,5.45,backend;sql,OBC,1,M,I052,I044,I010,I018,I043,I039
S02510,7.66,frontend;ml;networking;seo,GEN,0,F,I056,I020,I042,I012,I022,I054
S02511,8.19,presentation;sql;excel,ST,0,F,I017,I057,I054,I028,I055,I024
S02512,8.85,communication;presentation;python;surveying;cloud,GEN,0,M,I039,I056,I018,I058,I036,I042
S02513,6.42,communication;financial_modeling;java,OBC,1,F,I035,I052,I060,I018,I013,I014
S02514,5.84,autocad;frontend;financial_modeling;java,SC,1,F,I028,I015,I058,I055,I056,I004
S02515,7.85,analysis;financial_modeling;writing;communication;excel,SC,0,M,I011,I059,I041,I056,I017,I047
S02516,7.42,autocad;construction_management;cad_modelling;pcb_design,GEN,0,M,I019,I029,I039,I050,I043,I058
S02517,7.32,writing;seo;python,GEN,0,F,I049,I033,I015,I046,I043,I058
S02518,8.28,design;networking,OBC,0,F,I024,I049,I017,I022,I020,I016
S02519,7.85,manufacturing;java;frontend;seo;networking,GEN,1,F,I008,I001,I039,I053,I038,I058
S02520,7.51,networking;frontend;ml;sql,GEN,0,F,I057,I012,I054,I041,I037,I053
S02521,6.54,analysis;sql,GEN,0,M,I038,I017,I010,I052,I036,I039
S02522,7.76,communication;manufacturing,SC,1,M,I017,I032,I011,I055,I018,I029
S02523,5.81,design;financial_modeling;seo;cloud,GEN,0,M,I040,I042,I055,I036,I046,I053
S02524,7.29,design;autocad,GEN,1,F,I004,I017,I055,I058,I027,I011
S02525,6.97,backend;sql;analysis;manufacturing;social_media,OBC,0,M,I018,I026,I051,I014,I030,I055
S02526,5.41,python;construction_management;excel,ST,1,F,I024,I023,I029,I044,I055,I017
S02527,7.42,java;networking;autocad;communication;design,OBC,0,M,I058,I031,I048,I030,I037,I045
S02528,6.42,python;analysis;manufacturing;presentation,OBC,0,M,I033,I022,I036,I005,I020,I037
S02529,7.4,manufacturing;analysis;sql,GEN,1,F,I021,I011,I030,I028,I056,I042
S02530,6.04,frontend;design;seo;manufacturing,OBC,1,M,I003,I045,I053,I050,I035,I042
S02531,7.86,analysis;surveying;writing;seo,GEN,0,M,I005,I036,I042,I052,I037,I012
S02532,8.68,communication;sql;backend;construction_management;pcb_design,SC,1,M,I011,I056,I040,I006,I050,I057
S02533,4.83,python;networking,OBC,0,M,I007,I048,I057,I044,I030,I011
S02534,5.81,analysis;manufacturing;design,GEN,1,M,I026,I036,I010,I055,I051,I045
S02535,6.04,autocad;cad_modelling,GEN,0,F,I006,I003,I051,I030,I018,I046
S02536,5.65,seo;sql;design;analysis,ST,1,M,I049,I037,I039,I002,I042,I051
S02537,6.79,seo;manufacturing,GEN,0,F,I049,I003,I036,I039,I033,I006
S02538,7.38,cad_modelling;autocad;financial_modeling;frontend;analysis,OBC,1,F,I028,I057,I009,I002,I033,I045
S02539,7.69,sql;frontend;python;autocad;java,GEN,1,M,I053,I001,I056,I052,I054,I003
S02540,7.27,design;analysis;pcb_design,GEN,0,M,I026,I055,I003,I057,I054,I052
S02541,7.66,cad_modelling;analysis;manufacturing;sql;excel,OBC,0,M,I047,I021,I023,I009,I054,I052
S02542,6.93,networking;python;cloud;pcb_design,OBC,1,M,I058,I012,I006,I055,I002,I052
S02543,6.41,design;networking;manufacturing,GEN,1,F,I060,I056,I054,I020,I039,I027
S02544,6.06,analysis;writing;communication;networking;excel,GEN,1,M,I042,I048,I046,I022,I036,I057
S02545,6.82,excel;social_media,OBC,0,F,I012,I054,I053,I037,I025,I056
S02546,6.09,construction_management;presentation;analysis,GEN,1,F,I025,I031,I036,I054,I015,I030
S02547,7.35,java;python,GEN,1,F,I058,I057,I022,I060,I024,I018
S02548,6.1,analysis;design;cloud;communication;manufacturing,GEN,1,M,I007,I039,I043,I046,I015,I056
S02549,6.51,communication;backend;construction_management;autocad,OBC,0,M,I042,I050,I027,I020,I006,I056
S02550,8.07,cad_modelling;pcb_design;communication;design,GEN,0,F,I009,I013,I019,I053,I028,I018
S02551,8.18,analysis;pcb_design;manufacturing;python;networking,GEN,0,F,I034,I054,I045,I001,I017,I037
S02552,8.14,sql;presentation,OBC,1,F,I036,I052,I041,I047,I055,I017
S02553,6.95,analysis;sql,GEN,0,F,I010,I036,I046,I003,I056,I054
S02554,6.45,presentation;writing,GEN,0,F,I012,I002,I013,I038,I030,I033
S02555,7.5,social_media;presentation;autocad,GEN,0,M,I022,I035,I018,I046,I009,I052
S02556,6.12,frontend;sql;construction_management,SC,0,M,I018,I017,I053,I049,I054,I052
S02557,7.74,backend;ml;python,OBC,1,F,I051,I028,I021,I036,I018,I053
S02558,6.36,sql;financial_modeling;analysis;design;backend,OBC,0,M,I042,I027,I050,I003,I048,I020
S02559,6.78,writing;design;social_media;sql,GEN,0,F,I041,I051,I036,I045,I030,I057
S02560,7.77,analysis;writing,GEN,0,M,I027,I057,I044,I055,I015,I046
S02561,5.18,sql;cloud;java;excel;manufacturing,GEN,0,F,I046,I028,I037,I048,I029,I015
S02562,6.4,communication;ml;cloud;writing;social_media,GEN,0,F,I035,I056,I017,I048,I049,I009
S02563,7.37,sql;autocad;frontend;networking;social_media,SC,1,O,I011,I053,I055,I036,I052,I001
S02564,7.58,sql;ml;frontend;autocad;financial_modeling,OBC,1,F,I054,I052,I004,I042,I055,I051
S02565,7.41,presentation;design;social_media;backend;ml,OBC,0,O,I049,I034,I054,I018,I010,I056
S02566,6.77,manufacturing;autocad,GEN,0,M,I001,I052,I035,I015,I049,I042
S02567,7.87,manufacturing;networking;python;excel;writing,GEN,1,M,I007,I039,I049,I057,I024,I055
S02568,6.03,excel;seo,SC,1,M,I049,I054,I028,I010,I017,I031
S02569,5.99,networking;cloud;sql;financial_modeling,GEN,0,M,I050,I060,I015,I056,I027,I036
S02570,7.36,communication;pcb_design,GEN,1,M,I011,I045,I030,I055,I052,I014
S02571,5.93,networking;pcb_design;backend;design,GEN,0,F,I055,I023,I052,I030,I001,I056
S02572,8.72,communication;design;excel,OBC,1,M,I041,I038,I043,I018,I055,I010
S02573,7.79,python;java;cad_modelling;ml;social_media,GEN,0,M,I055,I035,I054,I051,I011,I043
S02574,6.43,analysis;autocad;pcb_design;social_media;design,GEN,1,M,I032,I008,I009,I045,I054,I056
S02575,7.85,cad_modelling;autocad;financial_modeling;analysis,GEN,0,F,I028,I048,I006,I055,I056,I024
S02576,5.77,ml;frontend;excel,GEN,0,M,I037,I055,I058,I015,I011,I053
S02577,8.45,analysis;surveying;backend;frontend;cloud,OBC,1,F,I013,I041,I011,I055,I038,I045
S02578,7.01,analysis;sql;design;ml,SC,0,M,I032,I028,I017,I052,I030,I005
S02579,6.4,communication;writing;backend;ml;design,OBC,1,M,I029,I027,I018,I054,I057,I053
S02580,6.7,networking;ml;manufacturing;design;sql,OBC,0,F,I055,I056,I053,I044,I054,I018
S02581,6.25,cad_modelling;manufacturing;excel;financial_modeling,GEN,1,M,I047,I015,I050,I056,I018,I020
S02582,6.78,design;ml;social_media,GEN,0,F,I019,I002,I032,I022,I036,I029
S02583,5.82,social_media;design;seo;financial_modeling,OBC,1,F,I041,I045,I056,I036,I043,I009
S02584,8.82,seo;cad_modelling;writing,GEN,0,F,I049,I010,I040,I046,I055,I053
S02585,6.43,communication;python;cloud;design,GEN,1,F,I043,I057,I026,I047,I060,I056
S02586,7.83,presentation;communication;surveying,GEN,1,M,I044,I021,I030,I036,I018,I058
S02587,7.21,analysis;backend;design;pcb_design;autocad,OBC,0,F,I008,I041,I032,I013,I052,I036
S02588,6.02,analysis;design;social_media,GEN,0,M,I060,I056,I045,I049,I023,I054
S02589,6.81,autocad;analysis;construction_management;python,GEN,0,F,I004,I055,I022,I058,I036,I018
S02590,8.19,excel;communication;design;seo,GEN,0,M,I029,I056,I055,I033,I052,I053
S02591,6.54,autocad;excel;financial_modeling,SC,0,F,I025,I012,I056,I041,I050,I052
S02592,5.92,python;backend;networking;writing,OBC,1,F,I030,I044,I054,I046,I036,I047
S02593,7.55,communication;analysis;sql;pcb_design;surveying,GEN,0,M,I045,I030,I052,I036,I049,I058
S02594,4.83,java;seo;python;communication;design,OBC,0,F,I046,I047,I042,I035,I014,I020
S02595,6.72,social_media;presentation,OBC,0,M,I040,I035,I057,I054,I023,I044
S02596,8.29,writing;communication;social_media,GEN,0,F,I029,I051,I012,I031,I055,I034
S02597,6.78,financial_modeling;communication;writing;networking,OBC,0,M,I044,I001,I012,I052,I034,I017
S02598,7.94,backend;python;surveying;cloud,GEN,0,M,I048,I054,I023,I058,I046,I036
S02599,5.91,writing;seo;design,GEN,1,F,I040,I006,I058,I012,I024,I052
S02600,6.75,writing;seo;social_media;construction_management;design,OBC,1,F,I049,I018,I015,I036,I035,I039
S02601,6.65,autocad;surveying;design;communication;java,GEN,1,M,I005,I018,I003,I054,I046,I041
S02602,7.49,excel;communication;writing;cloud,GEN,0,M,I012,I057,I015,I056,I053,I051
S02603,7.07,java;backend;financial_modeling;surveying;manufacturing,OBC,1,M,I014,I058,I049,I018,I045,I008
S02604,4.98,manufacturing;writing;design,SC,0,M,I047,I049,I021,I048,I014,I019
S02605,8.44,excel;sql;communication;manufacturing,OBC,1,M,I011,I009,I014,I024,I034,I057
S02606,6.49,manufacturing;autocad;java;cad_modelling,GEN,1,F,I021,I057,I050,I055,I039,I029
S02607,7.06,presentation;financial_modeling;excel,GEN,0,M,I039,I057,I006,I020,I003,I038
S02608,6.69,sql;communication;excel;ml,OBC,0,F,I045,I037,I051,I042,I046,I036
S02609,6.98,analysis;financial_modeling,OBC,0,F,I015,I002,I037,I030,I006,I055
S02610,6.89,excel;presentation,OBC,0,F,I035,I029,I055,I030,I044,I002
S02611,6.11,backend;frontend,GEN,0,M,I003,I056,I029,I043,I055,I015
S02612,7.77,sql;java;seo;construction_management,GEN,0,M,I036,I043,I048,I056,I030,I045
S02613,6.33,backend;java;python;sql;financial_modeling,GEN,0,M,I055,I053,I017,I056,I045,I006
S02614,6.27,cloud;networking;frontend;java;ml,GEN,0,M,I003,I023,I013,I036,I060,I040
S02615,5.46,manufacturing;design,SC,0,M,I026,I039,I004,I031,I005,I057
S02616,6.46,construction_management;autocad;cad_modelling;cloud,OBC,0,M,I019,I021,I002,I055,I041,I057
S02617,6.32,java;ml;frontend;cad_modelling,OBC,1,F,I058,I003,I030,I013,I052,I050
S02618,4.09,autocad;backend,GEN,0,F,I006,I005,I033,I030,I054,I055
S02619,4.98,sql;financial_modeling;networking;pcb_design,GEN,0,M,I031,I043,I058,I057,I023,I020
S02620,4.17,sql;python;communication;manufacturing;autocad,GEN,0,F,I056,I055,I020,I007,I051,I054
S02621,6.77,communication;manufacturing;networking,OBC,0,M,I020,I059,I057,I010,I018,I055
S02622,8.39,presentation;analysis,GEN,0,M,I049,I017,I015,I056,I039,I020
S02623,5.61,python;java;networking;autocad,GEN,0,F,I054,I056,I042,I027,I051,I039
S02624,6.97,sql;frontend;social_media;ml,GEN,1,M,I052,I058,I036,I049,I020,I057
S02625,6.75,analysis;python,SC,0,M,I034,I033,I056,I048,I028,I011
S02626,7.63,financial_modeling;presentation;networking;analysis,GEN,0,M,I035,I018,I057,I039,I036,I045
S02627,7.7,ml;sql,ST,1,F,I056,I030,I058,I038,I023,I045
S02628,9.15,analysis;ml;social_media;writing,GEN,1,M,I045,I009,I016,I049,I015,I035
S02629,7.25,writing;seo;communication,GEN,0,M,I049,I018,I045,I054,I011,I052
S02630,6.2,manufacturing;design;pcb_design;writing,GEN,0,M,I024,I050,I049,I023,I040,I020
S02631,6.43,sql;excel;communication;design;surveying,GEN,0,F,I017,I056,I052,I020,I028,I009
S02632,6.53,presentation;cad_modelling;cloud;python;ml,OBC,0,M,I011,I058,I055,I009,I036,I056
S02633,6.36,design;presentation;analysis,GEN,0,M,I016,I045,I022,I057,I011,I049
S02634,8.67,sql;backend;pcb_design,SC,1,M,I053,I038,I002,I001,I011,I030
S02635,7.65,autocad;analysis;manufacturing;presentation,GEN,1,M,I021,I041,I058,I037,I044,I035
S02636,5.37,autocad;cad_modelling;social_media,GEN,0,M,I006,I056,I054,I045,I036,I002
S02637,7.48,sql;pcb_design,OBC,1,M,I046,I037,I017,I003,I054,I018
S02638,5.94,analysis;financial_modeling,OBC,0,M,I044,I056,I030,I004,I043,I019
S02639,7.69,design;manufacturing;networking;backend,OBC,0,M,I012,I055,I010,I049,I029,I045
S02640,8.11,pcb_design;backend;ml;cloud,GEN,0,F,I008,I048,I018,I056,I031,I010
S02641,6.77,manufacturing;python;ml;social_media,GEN,1,M,I033,I035,I041,I047,I048,I014
S02642,6.42,analysis;ml;seo,GEN,0,F,I013,I038,I055,I026,I044,I045
S02643,8.47,design;networking;autocad;financial_modeling;presentation,OBC,0,F,I029,I052,I006,I009,I001,I014
S02644,6.3,design;backend;pcb_design;networking,OBC,1,F,I033,I054,I027,I049,I052,I036
S02645,6.2,social_media;presentation;design,SC,0,F,I012,I003,I055,I057,I049,I029
S02646,6.05,construction_management;design;analysis;frontend;pcb_design,GEN,1,M,I004,I011,I029,I053,I035,I041
S02647,6.92,design;manufacturing;excel;autocad,GEN,1,F,I008,I044,I018,I016,I042,I056
S02648,7.24,manufacturing;python;java;writing,GEN,1,F,I007,I047,I020,I011,I045,I038
S02649,7.95,communication;cad_modelling;backend,GEN,1,M,I038,I015,I056,I050,I031,I027
S02650,7.53,sql;frontend;financial_modeling;cloud,SC,1,F,I003,I016,I050,I011,I023,I029
S02651,7.51,design;manufacturing;construction_management;cloud,GEN,1,M,I047,I002,I044,I045,I036,I009
S02652,8.27,design;communication;social_media,SC,0,O,I041,I060,I011,I056,I043,I042
S02653,6.01,analysis;backend;excel;financial_modeling,OBC,0,F,I007,I055,I027,I052,I056,I057
S02654,5.55,excel;design;presentation;construction_management;backend,GEN,0,F,I040,I017,I010,I014,I006,I050
S02655,7.58,design;autocad;manufacturing;python,GEN,0,M,I047,I028,I036,I006,I004,I017
S02656,6.87,surveying;design;construction_management;pcb_design;backend,GEN,0,F,I027,I017,I056,I015,I020,I028
S02657,7.96,python;social_media,GEN,0,M,I058,I020,I045,I054,I049,I050
S02658,6.96,frontend;financial_modeling,GEN,1,M,I037,I046,I051,I058,I049,I056
S02659,6.39,presentation;analysis;seo,GEN,0,M,I015,I057,I034,I055,I011,I003
S02660,7.59,pcb_design;analysis;manufacturing;financial_modeling;autocad,GEN,0,F,I033,I039,I015,I042,I041,I014
S02661,7.08,manufacturing;python;construction_management;autocad;surveying,GEN,1,M,I007,I050,I045,I048,I029,I056
S02662,6.96,cloud;financial_modeling;construction_management;python,GEN,1,M,I054,I039,I004,I056,I018,I051
S02663,9.39,python;networking;design,GEN,0,M,I030,I027,I031,I056,I035,I036
S02664,8.18,financial_modeling;presentation;analysis;java,GEN,1,M,I015,I035,I036,I009,I025,I018
S02665,7.72,backend;sql;java;manufacturing;financial_modeling,SC,0,F,I014,I039,I018,I025,I056,I050
S02666,7.11,design;autocad;cad_modelling;social_media,OBC,0,M,I028,I036,I045,I017,I018,I055
S02667,7.03,communication;excel;writing;ml;design,GEN,0,M,I012,I017,I050,I053,I046,I027
S02668,6.7,python;sql;social_media,SC,0,F,I048,I020,I011,I010,I002,I028
S02669,7.21,backend;ml;networking;autocad;pcb_design,GEN,0,M,I014,I035,I048,I052,I045,I036
S02670,6.51,cloud;java;financial_modeling,GEN,0,F,I056,I043,I041,I052,I049,I057
S02671,5.81,communication;design;presentation;excel,SC,0,M,I012,I025,I036,I011,I035,I003
S02672,6.95,communication;sql;presentation,GEN,1,M,I044,I050,I007,I053,I052,I042
S02673,7.29,autocad;surveying,GEN,1,F,I013,I042,I016,I054,I056,I018
S02674,7.96,cloud;pcb_design,OBC,0,M,I050,I045,I058,I054,I049,I012
S02675,6.21,ml;sql;frontend,GEN,0,M,I056,I042,I044,I028,I010,I011
S02676,7.03,cad_modelling;analysis;presentation,ST,1,M,I006,I058,I057,I054,I019,I001
S02677,7.52,communication;presentation;financial_modeling;frontend,OBC,0,F,I017,I016,I056,I013,I003,I040
S02678,7.5,social_media;cad_modelling,OBC,0,M,I040,I039,I006,I002,I001,I020
S02679,8.6,surveying;design;autocad;python;writing,OBC,1,M,I025,I060,I052,I021,I058,I005
S02680,6.71,seo;financial_modeling,OBC,0,F,I049,I021,I057,I020,I053,I032
S02681,6.13,networking;cloud;java;pcb_design,OBC,0,M,I055,I010,I037,I058,I050,I036
S02682,7.1,presentation;cad_modelling;design;pcb_design,GEN,0,F,I012,I029,I054,I018,I038,I008
S02683,6.76,design;communication;seo,OBC,0,M,I043,I053,I056,I054,I048,I057
S02684,6.59,presentation;analysis,SC,1,F,I049,I004,I015,I052,I018,I027
S02685,6.47,excel;writing;ml,OBC,0,F,I049,I031,I054,I012,I010,I041
S02686,7.29,networking;design,SC,1,M,I024,I055,I040,I023,I048,I036
S02687,6.33,ml;java,GEN,0,M,I053,I017,I049,I054,I014,I045
S02688,7.72,presentation;surveying;autocad;networking,GEN,1,M,I031,I023,I057,I052,I044,I035
S02689,7.67,python;networking,GEN,1,M,I046,I003,I053,I055,I007,I001
S02690,7.38,design;networking;python,SC,0,M,I033,I011,I023,I040,I054,I007
S02691,6.01,communication;analysis;ml;cloud,GEN,0,M,I031,I053,I035,I016,I058,I013
S02692,7.25,autocad;construction_management;python,OBC,1,F,I013,I006,I054,I035,I057,I018
S02693,8.03,python;networking;ml;cad_modelling,GEN,1,F,I037,I003,I055,I029,I036,I054
S02694,7.8,python;design;presentation;financial_modeling;java,SC,0,M,I016,I058,I054,I012,I057,I002
S02695,7.65,analysis;presentation;backend,GEN,0,M,I038,I012,I036,I008,I003,I050
S02696,7.02,design;autocad;social_media;seo;pcb_design,OBC,1,F,I049,I052,I015,I002,I018,I021
S02697,6.98,cloud;surveying,GEN,0,F,I054,I039,I053,I001,I002,I018
S02698,8.2,communication;presentation,OBC,0,F,I049,I035,I052,I013,I028,I041
S02699,7.28,excel;writing,GEN,0,F,I041,I031,I055,I053,I052,I056
S02700,7.29,communication;networking;analysis;manufacturing;social_media,OBC,1,M,I045,I058,I056,I036,I050,I024
S02701,9.76,design;seo;social_media;manufacturing,SC,1,F,I029,I057,I041,I009,I046,I010
S02702,6.69,communication;presentation;manufacturing;design,GEN,0,M,I049,I020,I055,I040,I057,I058
S02703,4.91,writing;surveying,GEN,1,M,I029,I011,I043,I040,I006,I057
S02704,6.83,autocad;manufacturing;cad_modelling,SC,1,F,I028,I002,I031,I023,I041,I049
S02705,6.89,frontend;writing,OBC,1,M,I014,I053,I026,I048,I023,I056
S02706,7.26,communication;manufacturing;social_media;networking;sql,SC,0,F,I038,I053,I036,I057,I043,I008
S02707,7.49,analysis;cad_modelling;ml;manufacturing,OBC,0,M,I047,I002,I042,I011,I052,I017
S02708,5.05,construction_management;python,GEN,1,M,I025,I029,I052,I055,I058,I028
S02709,7.51,pcb_design;python,GEN,1,F,I033,I056,I038,I036,I054,I015
S02710,6.94,design;cloud;seo;financial_modeling;analysis,ST,1,M,I016,I050,I003,I057,I036,I001
S02711,6.74,python;pcb_design;financial_modeling;seo;frontend,OBC,0,M,I060,I057,I030,I041,I017,I015
S02712,5.4,presentation;excel;social_media;backend;manufacturing,OBC,1,M,I012,I053,I040,I049,I036,I030
S02713,8.43,communication;presentation;java;design,GEN,1,M,I039,I048,I037,I056,I025,I009
S02714,6.58,manufacturing;networking;financial_modeling;ml;python,GEN,0,F,I024,I015,I040,I036,I052,I060
S02715,7.66,seo;social_media;frontend;communication;python,SC,1,F,I041,I026,I050,I048,I055,I036
S02716,6.2,presentation;networking;ml;java,OBC,0,M,I040,I006,I056,I049,I018,I039
S02717,7.31,excel;social_media,SC,1,M,I029,I054,I053,I010,I002,I052
S02718,6.75,design;manufacturing;frontend;analysis;presentation,OBC,0,M,I008,I028,I049,I057,I044,I051
S02719,7.63,sql;python;cloud,GEN,1,M,I056,I045,I037,I006,I009,I020
S02720,6.72,presentation;social_media;seo;design;java,OBC,1,F,I031,I042,I018,I045,I015,I059
S02721,6.15,sql;excel;presentation;manufacturing,OBC,1,F,I035,I044,I054,I039,I012,I058
S02722,6.99,excel;design;cad_modelling;backend,GEN,0,F,I041,I028,I040,I045,I003,I006
S02723,6.94,analysis;surveying;autocad;cloud;social_media,GEN,0,M,I013,I052,I031,I058,I018,I012
S02724,7.24,financial_modeling;ml,GEN,0,M,I038,I012,I003,I058,I008,I048
S02725,7.92,autocad;financial_modeling;python;cad_modelling,GEN,0,M,I028,I055,I036,I037,I008,I005
S02726,5.95,excel;presentation;surveying,GEN,0,F,I029,I023,I020,I046,I008,I006
S02727,7.87,excel;presentation;cad_modelling;writing;design,SC,1,F,I039,I008,I035,I052,I045,I042
S02728,5.81,cloud;backend;frontend;communication,OBC,1,F,I058,I048,I003,I039,I019,I011
S02729,7.59,analysis;pcb_design;frontend,GEN,0,F,I033,I051,I057,I026,I044,I036
S02730,7.62,ml;cloud;writing,SC,1,F,I054,I023,I050,I034,I018,I057
S02731,6.53,java;sql;cloud;frontend,GEN,1,F,I037,I049,I050,I036,I003,I015
S02732,6.24,analysis;communication,GEN,0,M,I011,I058,I057,I056,I051,I025
S02733,6.19,pcb_design;analysis;manufacturing;networking;writing,OBC,1,F,I007,I035,I016,I028,I003,I009
S02734,7.08,presentation;networking;java,GEN,1,M,I012,I052,I004,I044,I043,I030
S02735,7.69,analysis;autocad,GEN,0,M,I001,I020,I037,I029,I042,I051
S02736,6.86,seo;excel;sql;design,GEN,0,F,I041,I036,I057,I011,I003,I054
S02737,4.82,ml;networking,SC,1,F,I050,I056,I046,I057,I044,I018
S02738,6.47,sql;excel;backend;networking,GEN,0,M,I038,I051,I023,I002,I057,I054
S02739,6.44,networking;communication;design;java;writing,GEN,0,M,I007,I055,I057,I049,I018,I036
S02740,7.48,communication;financial_modeling;analysis;presentation,GEN,0,M,I011,I037,I060,I036,I003,I048
S02741,7.53,cloud;frontend;sql;networking;presentation,GEN,0,F,I055,I038,I042,I020,I011,I058
S02742,7.15,presentation;communication,ST,0,M,I035,I052,I037,I010,I050,I057
S02743,7.87,excel;social_media;networking;seo,GEN,1,F,I015,I041,I020,I030,I058,I049
S02744,7.95,analysis;financial_modeling;pcb_design;sql;ml,GEN,0,M,I010,I004,I030,I035,I029,I053
S02745,6.52,presentation;communication;seo;social_media;python,GEN,1,M,I039,I035,I003,I011,I054,I002
S02746,6.17,java;writing,SC,1,F,I052,I037,I023,I028,I054,I003
S02747,6.92,autocad;surveying;construction_management;financial_modeling;backend,GEN,0,F,I019,I047,I041,I018,I056,I048
S02748,5.32,analysis;networking;cloud,GEN,0,F,I060,I006,I016,I054,I040,I048
S02749,7.15,cloud;ml,GEN,1,M,I056,I058,I055,I018,I009,I043
S02750,6.48,design;seo,SC,0,F,I022,I045,I015,I057,I039,I010
S02751,10.0,communication;ml;financial_modeling;backend;writing,GEN,0,M,I011,I036,I059,I010,I046,I006
S02752,8.36,sql;ml;frontend,SC,1,M,I056,I042,I018,I001,I010,I053
S02753,6.39,autocad;design;backend;cloud;financial_modeling,OBC,0,F,I009,I050,I057,I027,I008,I051
S02754,5.99,networking;python;writing;pcb_design;ml,ST,1,F,I008,I057,I046,I044,I023,I036
S02755,6.32,networking;ml;cloud,SC,1,F,I052,I011,I036,I045,I053,I029
S02756,7.97,manufacturing;analysis;presentation;writing;financial_modeling,GEN,1,F,I047,I057,I053,I051,I030,I044
S02757,7.99,python;writing,GEN,0,M,I034,I003,I054,I040,I015,I051
S02758,8.37,construction_management;surveying;backend;autocad;sql,OBC,0,F,I027,I036,I046,I041,I057,I020
S02759,6.15,java;backend,ST,1,F,I036,I043,I014,I046,I041,I002
S02760,7.48,cad_modelling;financial_modeling;pcb_design,GEN,0,F,I009,I018,I054,I003,I044,I043
S02761,6.23,frontend;java;ml,GEN,0,F,I055,I041,I037,I056,I036,I045
S02762,8.61,communication;analysis;presentation;networking,GEN,0,F,I035,I036,I054,I058,I055,I018
